class,left_elbow_angle,right_elbow_angle,left_back_angle,right_back_angle
good_form,93.95270768187437,60.574716072568044,177.6088533813148,166.1484695050165
good_form,88.61780811646337,59.01597354643925,177.76140167091555,165.91537014554547
good_form,87.69186359454318,57.82892510662149,177.85264022935917,165.58200179761704
good_form,87.21786108523183,56.17289099007684,177.92730424729172,165.48013362686308
good_form,83.80694728086587,53.927469317542915,177.9426318836666,165.61686323614498
good_form,83.09112112841746,52.76300037378635,178.03175028075643,165.80958040813854
good_form,81.31126213232177,52.40851026889895,177.77160617092645,166.00288029657577
good_form,77.47190451187961,51.48601518919225,177.94118696544123,166.37057942611193
good_form,77.82660897336112,52.019072825539645,178.5949767053075,166.09631306791928
good_form,78.31659786034848,50.980492364339945,179.3853604066194,165.7762101095977
good_form,75.68755814253875,49.8757538125183,179.91270544527555,165.20414360224927
good_form,74.00611451888939,48.88948025889207,179.81412391961726,165.3944624173216
good_form,74.84625955598666,48.444891233069995,179.67924165771734,165.15833216650165
good_form,71.74009404176795,48.44169404581144,179.49494106649618,165.27881101651136
good_form,71.73340271233526,48.514249981560475,179.5236893379275,165.39397200547893
good_form,70.87792315677049,49.1166962412916,179.4275175813818,165.50810951613303
good_form,72.51814719840011,49.009979736430076,178.67846857273994,165.2464186676081
good_form,69.4744118715341,47.65453637346431,178.7921492094369,164.88729327322943
good_form,69.17881494635468,46.87575068357183,178.8290138286899,164.374237575232
good_form,69.12210604524617,43.697521832373,178.77958796387526,164.32550581485336
good_form,69.30801767306737,41.54979788800514,178.94110250985082,164.10701774732493
good_form,68.95280924433908,39.953353257473985,179.0274792625271,164.20754143704798
good_form,70.47377660265879,38.87054856347554,178.55754564200097,164.24367835192027
good_form,69.86844643063151,36.75565687386132,178.41293250893366,163.26683398290416
good_form,69.0831981893337,34.85384053596237,178.08090682776458,162.88809221538213
good_form,68.70123621274631,33.904351368403766,177.98415096253126,163.05288814861723
good_form,68.78521215282844,33.37481037447457,178.13571163395432,162.9170693514194
good_form,69.78079311479665,32.94748272400585,178.81258742285735,163.2931425783492
good_form,71.89546725328164,32.43057940799001,179.52841406860423,163.6302248455083
good_form,73.5110750132145,31.88081271264295,179.87861906561542,163.9804839192195
good_form,73.88876629091479,31.31258035968594,179.49945002846246,164.13555697757363
good_form,75.57798754597503,31.27375489765477,179.49653123112955,164.153843109908
good_form,75.47005806559868,31.678007174730997,179.35279349813882,164.76602518733995
good_form,75.44796886925651,31.502417918414736,179.4382267936236,164.89406371500476
good_form,74.55179965530365,30.42911265812829,179.02266709463703,164.88925866528746
good_form,74.41757112313873,29.80603721069403,179.10001310629193,164.836191403026
good_form,72.1448194621995,29.37325588687004,178.0900567952078,164.47899318158358
good_form,71.23606441978309,29.272019156187127,177.5030019016056,164.457277508148
good_form,70.80056002600979,29.32586227997294,177.52252828376496,164.63790011605084
good_form,69.8461293458927,29.34070411884902,177.41566117503936,164.7551921587054
good_form,67.79981291170601,29.760022575817857,176.68972417905348,164.69181231038843
good_form,67.20917031662594,29.146856060883547,176.64793079730245,164.64924887771247
good_form,68.70917556098793,29.118819479495,176.50345139022008,164.59245232218947
good_form,149.6559603035096,164.6689802304548,175.3736676677537,165.88900485853267
good_form,151.20585826670805,161.6416840394392,175.60613518304254,166.33813639732284
good_form,149.75158567708084,158.9587041515427,176.14038188366035,166.3711696518329
good_form,147.6851453178305,156.5812193327164,176.36351669361608,166.75365369541063
good_form,146.71593557080806,156.7154756932399,176.0975093510801,167.93026563256777
good_form,146.733442613963,161.50142413343895,176.50940246896025,168.6819216462842
good_form,148.0715114016383,166.25470936706512,176.15031015438623,169.58871490295
good_form,148.30195868358362,170.36489228941136,176.4771208867699,169.92503585372162
good_form,150.32944922619322,174.78383642158119,177.4451185101421,169.92828312448452
