class,left_elbow_angle,right_elbow_angle,left_hip_angle,right_hip_angle
good_form,98.23478032845588,66.54615013342885,171.6917571217908,164.60509775100297
good_form,90.40935936361592,64.29152493027169,174.33096897666616,163.0262403476585
good_form,91.59644009309596,62.653158559438346,173.0719538857169,162.8647452171782
good_form,89.53609550342264,60.099057758280104,173.63828795992487,163.7369941556377
good_form,87.76660385010399,57.973994910080336,174.4875962781769,164.54904543762026
good_form,86.10400550850471,55.02142724579216,174.95565082137463,166.01187880316994
good_form,83.17719083520427,54.354239111170216,174.3367086856182,164.02600648871692
good_form,82.83501158189719,53.96772601885865,171.30557573094336,163.03501116617426
good_form,82.19921290355929,51.710783343709714,172.08403929095397,161.57700292184012
good_form,82.1978056997324,50.95201562720594,171.64671943741988,162.93401241462072
good_form,80.5465985152512,49.815236825831185,170.45220118767799,161.76725322742243
good_form,80.00389243584004,48.79565197864396,169.3004086388826,159.604753105217
good_form,81.11202011224155,48.74645473173058,169.08953487032,159.47486307345244
good_form,81.82309610227675,49.73630824150866,169.68975259263559,159.80773919297764
good_form,84.5283069106475,48.68390750854092,170.15108720226254,162.04118759821733
good_form,87.47200961333397,48.64579448891952,170.01975030070227,163.4209190486859
good_form,91.23459183765061,52.32021402668817,169.9931859121287,163.78440865272935
good_form,94.3170983616925,55.760521454928316,170.77329849348487,166.1006383295513
good_form,101.88164700321232,61.62660639379088,169.09203914377375,165.92081396387124
good_form,106.08057648626098,75.39918822950949,169.22542037433217,165.8586316869355
good_form,114.94872240226354,108.99169222375733,170.31108168976905,166.29245085944538
good_form,120.84009269707872,124.37357083085877,172.87558406217536,168.6224215954237
good_form,125.59564720419553,128.42390867564046,177.60689974339252,173.52470345261656
good_form,131.22316264877068,140.64812628895618,177.96196319227238,175.37859901891022
good_form,134.74990124343208,143.60825606728702,178.00084168865783,174.04240570292262
good_form,139.33520673003804,147.00443628837323,177.21028572491375,175.5302066246842
good_form,143.7096335044784,150.65302744751065,178.2583159290062,177.87134459831054
good_form,148.13366016683875,153.75756756761447,178.60946986216547,175.6733377641838
good_form,151.67199534862218,157.30808403051188,179.5566882520749,179.02809501893114
good_form,157.54982651141214,157.23491421661748,179.5107573697128,179.4558455843607
good_form,159.5219825237561,159.31138296544063,177.8143339841821,178.57956435223937
good_form,163.43913241904343,159.62894454905788,177.55658801501997,179.84483832346777
good_form,167.36597186846913,164.55250763298613,174.85808413257865,179.1326456184906
good_form,167.34277160249076,164.33256480776953,176.78534804518608,179.4480327884532
good_form,167.8878322528524,164.5999938187402,178.21489668045206,178.4879211087904
good_form,168.00667674249877,164.78208896307748,178.2801520883437,177.85580065989043
good_form,170.01678636667089,167.28339675860443,175.2795729960704,173.1923261156764
good_form,170.26466009072323,168.28108157108977,175.59626772204996,173.82087364886496
good_form,170.46862398030245,167.77607134006757,174.87207518537855,173.844980604515
good_form,170.58003525985097,166.35408622977937,173.13462902745164,173.80635636162185
good_form,170.83080393007182,165.4868058940934,170.07537177477002,172.07631146559444
good_form,170.81824311986776,164.9974593391495,170.53002317684067,171.47399165471325
good_form,170.81743897358893,164.75423004610843,171.82355049639006,172.89333529034025
good_form,170.7539327915234,165.3963576737651,171.41353588860233,172.38131973338523
good_form,170.51256404047322,164.9089522252495,171.92128588300133,172.90779280708466
good_form,170.88885312174384,164.83841329791338,172.22350713421363,173.06531534361156
good_form,170.8775101700095,165.09877175557023,171.81797909114226,173.12464415088246
good_form,170.63351350330782,165.2057359095525,171.58763724725262,173.29148708900385
good_form,170.27018425299593,165.15674805273088,172.03165120668194,173.25519149816378
good_form,169.8097605258177,164.43724641466412,172.15059068080384,174.37742750958523
good_form,169.13586824093937,165.02882087945275,172.75966048290397,174.72512080487277
good_form,168.62395643179494,164.41667612215215,173.92477805396484,175.04481227380182
good_form,166.5985148529793,153.2014880600211,173.3998906642057,175.136116489796
good_form,166.08479666805138,155.97452128876046,175.27738764717986,175.52682818935537
good_form,165.30815641103666,156.05756296919742,175.95926319661558,175.30783040225256
good_form,163.3513223797902,155.50851673321984,178.32762036207438,177.49781737315143
good_form,161.59802873788772,153.0713477778673,177.487293118361,176.07689358580174
good_form,159.13564729040598,147.52799324752735,177.3627912514952,175.80327382362555
good_form,156.8366883683281,146.52963112981328,176.18669205592147,175.94736922437136
good_form,154.15259161240374,145.42208198475697,174.65529632927223,175.62203964404335
good_form,149.03311817882528,142.50904547986062,175.65699703941618,177.97637825898937
good_form,145.25958142235214,140.82414666204468,175.18313992603188,176.74849762409636
good_form,140.63117297985002,135.5785780975566,176.48058266965103,178.13263149507898
good_form,138.86896920294376,133.58907225606907,179.0840006859646,179.22264656516265
good_form,135.85948052810363,130.27439733015783,179.0249790561154,179.17608826477857
good_form,132.08128091606682,131.981838687232,179.96395540656764,177.80190686021416
good_form,129.54981029946097,135.75850641176393,179.9397298742393,177.67361473738876
good_form,128.5413128873898,133.643897458878,178.50522701676735,175.49667670263375
good_form,128.0390609396422,131.74047647504108,177.64324879478977,174.5008580352616
good_form,125.96835762455183,132.09851012880128,177.208562637301,171.8763877205541
good_form,122.99903796083706,130.14679371277404,174.33554982838302,168.9791560796634
good_form,116.81616867231085,124.06646649556762,171.86523275909968,166.6757104842049
good_form,110.64858525738447,100.62071999008435,172.89694241688332,166.09569757589978
good_form,108.25365959616906,80.22281802197183,172.25778344779295,165.429044579625
good_form,100.60375498266723,66.40497621963029,173.42206700490132,166.18933533359305
good_form,97.65815496486584,64.11633387350953,172.11270804257464,166.70967202268733
good_form,93.70866937734172,60.36060288415303,170.97293251931225,167.0139712119582
good_form,91.29301775982833,55.85455264970331,171.4753576354995,166.50643862163537
good_form,88.26592551564386,53.559668240410915,171.88996482316216,166.40713430540828
good_form,86.96785941591844,53.16641625215926,172.26668347310948,166.0144565449431
good_form,85.69298204567602,52.553007393645075,171.55083132087157,165.79457857606783
good_form,83.76113217971772,49.31648818593968,171.47423030547037,166.4185152915506
good_form,81.38705583413527,48.585941358102666,170.51747544993577,166.04771191583782
good_form,82.3337229491667,48.448090880333524,170.1443412826179,166.2753379615882
good_form,82.10260342464771,48.86414591061832,170.95829626726805,166.492752128578
good_form,80.57216555906176,47.50307601497911,171.16806979832754,166.0632096963759
good_form,79.9775121107705,47.51090517936762,172.24080808760291,167.1334047779694
good_form,77.79728182873855,46.80890168744064,173.09373630528475,168.20225729595703
good_form,78.89098262444593,47.69304649537079,173.10330316753738,167.8901850410598
good_form,80.33587036055948,48.7786344937651,173.26562898437848,167.4237804063653
good_form,80.99503890329045,48.00947601406649,173.71784015530983,167.75954191774423
good_form,81.40315884848411,48.81372670011209,173.24074196492265,167.37541326608564
good_form,82.81909652385227,48.37986773878049,173.09609790525045,167.48906437291782
good_form,87.3812858843591,50.00350021187187,172.01100807439926,167.64503632302055
good_form,88.73489772134468,50.10901682223907,171.94166614644615,167.75399329605452
good_form,92.75197126323127,55.38452748227778,170.48548848523134,166.44735801122718
