class,left_elbow_angle,right_elbow_angle,left_shoulder_swing_angle,right_shoulder_swing_angle
good_form,51.65289553927788,84.67369508174022,30.633175621511132,30.981019491158076
good_form,53.47042338778316,85.63810481557064,29.132243801969086,29.24961712995693
good_form,55.15249892824424,85.74372708356987,27.918158283277016,26.65323905498266
good_form,58.85045952704501,88.43177400263028,28.01285540116451,26.28099286983383
good_form,62.48647943275917,88.02478332665109,29.42696961451034,22.73413903541946
good_form,65.96845173613842,93.20871379477454,29.635887654517223,23.417704092945336
good_form,71.31968241546849,97.03780956898031,29.48064315801339,22.98862959648689
good_form,72.33778697576248,98.48573747531097,30.508488651738908,22.773825059813426
good_form,73.19215812416758,102.045608307368,31.370013968661027,22.44122395340398
good_form,73.88054532962212,105.24638586809098,32.90900284675698,23.587197849973958
good_form,76.41242168350732,109.43450754067294,33.14857077647695,23.850102997418155
good_form,79.13746915947121,114.62801886077492,33.054335246153315,24.46371221783568
good_form,84.70952457494019,118.98786749271062,33.340461607749866,25.42909917100145
good_form,90.93035254692461,122.57145627330343,33.51035727114155,25.408420038345003
good_form,90.55311659446505,124.343666764168,36.15602379283795,25.077828390612844
good_form,94.56840908875182,126.16212036347906,36.28998469012904,23.961767653258462
good_form,100.39397734529655,125.79821778745554,35.808693449927446,22.726537630810103
good_form,106.47909122681187,128.403678198263,35.8591676946289,22.24042590597032
good_form,117.29076201831236,127.73454769072089,32.06419848587041,19.22733130176676
good_form,121.74779269163713,131.59786584206662,30.967546580657352,19.54559596707357
good_form,128.20430058419143,136.80693018100047,29.375915573850694,19.860011662134927
good_form,131.3303146001493,137.97288791957183,29.34097302392511,19.466206698204964
good_form,133.78269269806356,140.64909068229517,29.752528595667297,19.52489985228431
good_form,136.49352349297854,144.62051796968743,29.63971246611448,20.57407820855313
good_form,138.77852878089314,146.01141906552644,29.516154946132914,20.73567569708435
good_form,138.43676661269734,148.73656021442469,29.92188271384015,21.277717360089618
good_form,140.3652783950931,150.08832171247923,30.204590645873136,21.20034920937908
good_form,143.66400045634214,150.41837001683615,30.341664745017958,21.069235735413354
good_form,146.67608937409747,150.3887841501593,30.355996150384122,20.717838022611794
good_form,149.41278168438905,151.19465325995813,30.636022194671227,20.614725978959
good_form,149.46814579108,152.37305224408846,31.451639927035494,20.686879487450152
good_form,148.99650971586965,152.5422091482591,32.39755931404893,20.595476022622055
good_form,151.64344069057006,153.5345347236098,32.461723507659464,20.822865658153535
good_form,153.9964368537253,155.96586216280681,31.84131716050909,21.760105265958227
good_form,154.06936819324991,158.34119736059765,31.84086245434011,22.8004104324732
good_form,155.4833638996056,158.80534566344028,31.331246269605263,22.80466509639832
good_form,157.39930062464984,158.84717794176626,30.568575278354814,22.4418028383861
good_form,158.57143799060526,159.08216973240394,30.200228545464928,22.310282744284404
good_form,159.19307332090156,158.91823156700335,30.118991927517392,22.016751467318446
good_form,159.26736868685393,158.69322873616332,30.056510120759928,21.794183984676277
good_form,159.2520569131541,158.62631774297776,29.901271259404524,21.816404722974006
good_form,159.20375002161626,158.5477349589595,29.869389190060392,21.786945821536253
good_form,157.75616918567232,158.23800076093667,30.29998223564272,21.718789952565714
good_form,154.71831267306243,158.74647750072026,31.20996584847709,22.10962635784419
good_form,153.08502159921989,159.0911338913905,31.518352455186058,22.4738295084772
good_form,150.34066033484157,158.90329586992922,31.627596238300885,22.433124588338753
good_form,145.93826555687554,157.39189691498217,31.682717290216157,22.094870120240355
good_form,138.5538782147367,155.61706071040587,31.96605147234423,22.048760414370346
good_form,135.60730851409642,153.87882394646084,31.90930498166013,22.265907840798942
good_form,131.45590817796273,149.29255261050525,31.313606984021693,22.50349653061254
good_form,127.12162786667446,143.33197118634052,30.50517753079441,22.549189468610084
good_form,124.19473100795565,136.47572308843323,30.533014286898407,22.5756998997656
good_form,119.2809672508339,132.65386854017652,31.007930391108484,22.344390949689444
good_form,111.44671809183961,128.8299092171164,31.088582351310254,22.089098630845843
good_form,102.88844508180864,125.11511059330027,31.84950671011067,22.53557265703931
good_form,96.82761609896215,121.69287111280622,33.15797935315561,23.55279591828951
good_form,92.64324567197025,119.7528943760673,33.09153707413262,24.997469628086016
good_form,88.32839720349074,115.84307466198652,32.51455637169838,24.57978137722135
good_form,82.2683479481118,111.7866929681372,32.24514833291315,23.82644792707825
good_form,78.68697551205832,109.6519139605031,32.225124807418716,25.450043378477066
good_form,76.52218341100689,106.29253306013513,32.36303185482151,25.878170805674305
good_form,73.26098386423273,105.156944898661,32.3182485007251,26.962326388411554
good_form,71.16008560743552,103.8174516242885,32.391045406041954,27.573296699617
good_form,70.73757186350326,104.35513359617984,31.76490748668059,29.217915052759537
good_form,69.88802724325993,100.305040027588,31.644256533392262,30.129826331803436
good_form,66.2797008705937,99.06411101265824,31.411558639673572,31.32378131006664
good_form,64.05024937780995,98.26090591265114,29.008730523355723,31.29588047553308
good_form,60.586666759672994,97.11199979777984,29.462379879245237,32.233040005233136
good_form,57.83695615201125,97.40065078219169,30.369865637963134,32.767359737117054
good_form,56.049998627788064,96.06163994058643,31.13860134138748,32.66718728475459
